:START_ID,name,:END_ID,:TYPE
distracti08,Distractibility Q8,thing4,CONTAINS
distracti09,Distractibility Q9,acting4,CONTAINS
distracti09,Distractibility Q9,action4,CONTAINS
distracti09,Distractibility Q9,distract4,CONTAINS
distracti09,Distractibility Q9,minor4,CONTAINS
distracti09,Distractibility Q9,off-task4,CONTAINS
distracti09,Distractibility Q9,pulled4,CONTAINS
distracti09,Distractibility Q9,task4,CONTAINS
eccentric01,Eccentricity Q1,anyone4,CONTAINS
eccentric01,Eccentricity Q1,explain4,CONTAINS
eccentric01,Eccentricity Q1,idea4,CONTAINS
eccentric01,Eccentricity Q1,often4,CONTAINS
eccentric01,Eccentricity Q1,plain4,CONTAINS
eccentric01,Eccentricity Q1,unusual4,CONTAINS
eccentric01,Eccentricity Q1,usual4,CONTAINS
eccentric02,Eccentricity Q2,find4,CONTAINS
eccentric02,Eccentricity Q2,odd4,CONTAINS
eccentric02,Eccentricity Q2,often4,CONTAINS
eccentric02,Eccentricity Q2,other4,CONTAINS
eccentric02,Eccentricity Q2,range4,CONTAINS
eccentric02,Eccentricity Q2,strange4,CONTAINS
eccentric02,Eccentricity Q2,thing4,CONTAINS
eccentric03,Eccentricity Q3,behavior4,CONTAINS
eccentric03,Eccentricity Q3,other4,CONTAINS
eccentric03,Eccentricity Q3,people4,CONTAINS
eccentric03,Eccentricity Q3,seeing4,CONTAINS
eccentric03,Eccentricity Q3,seem4,CONTAINS
eccentric03,Eccentricity Q3,think4,CONTAINS
eccentric03,Eccentricity Q3,weird4,CONTAINS
eccentric04,Eccentricity Q4,people4,CONTAINS
eccentric04,Eccentricity Q4,range4,CONTAINS
eccentric04,Eccentricity Q4,real4,CONTAINS
eccentric04,Eccentricity Q4,really4,CONTAINS
eccentric04,Eccentricity Q4,strange4,CONTAINS
eccentric04,Eccentricity Q4,thing4,CONTAINS
eccentric04,Eccentricity Q4,think4,CONTAINS
eccentric04,Eccentricity Q4,told4,CONTAINS
eccentric05,Eccentricity Q5,direct4,CONTAINS
eccentric05,Eccentricity Q5,direction4,CONTAINS
eccentric05,Eccentricity Q5,odd4,CONTAINS
eccentric05,Eccentricity Q5,often4,CONTAINS
eccentric05,Eccentricity Q5,thought4,CONTAINS
eccentric05,Eccentricity Q5,unusual4,CONTAINS
eccentric05,Eccentricity Q5,usual4,CONTAINS
eccentric06,Eccentricity Q6,make4,CONTAINS
eccentric06,Eccentricity Q6,often4,CONTAINS
eccentric06,Eccentricity Q6,other4,CONTAINS
eccentric06,Eccentricity Q6,sense4,CONTAINS
eccentric06,Eccentricity Q6,thought4,CONTAINS
eccentric07,Eccentricity Q7,look4,CONTAINS
eccentric07,Eccentricity Q7,often4,CONTAINS
eccentric07,Eccentricity Q7,people4,CONTAINS
eccentric07,Eccentricity Q7,real4,CONTAINS
eccentric07,Eccentricity Q7,really4,CONTAINS
eccentric07,Eccentricity Q7,something4,CONTAINS
eccentric07,Eccentricity Q7,thing4,CONTAINS
eccentric07,Eccentricity Q7,weird4,CONTAINS
eccentric08,Eccentricity Q8,odd4,CONTAINS
eccentric08,Eccentricity Q8,other4,CONTAINS
eccentric08,Eccentricity Q8,seeing4,CONTAINS
eccentric08,Eccentricity Q8,seem4,CONTAINS
eccentric08,Eccentricity Q8,think4,CONTAINS
eccentric08,Eccentricity Q8,unusual4,CONTAINS
eccentric08,Eccentricity Q8,usual4,CONTAINS
eccentric09,Eccentricity Q9,predict4,CONTAINS
eccentric09,Eccentricity Q9,range4,CONTAINS
eccentric09,Eccentricity Q9,strange4,CONTAINS
eccentric09,Eccentricity Q9,thought4,CONTAINS
eccentric09,Eccentricity Q9,unpredictable4,CONTAINS
eccentric10,Eccentricity Q10,make4,CONTAINS
eccentric10,Eccentricity Q10,most4,CONTAINS
eccentric10,Eccentricity Q10,odd4,CONTAINS
eccentric10,Eccentricity Q10,people4,CONTAINS
eccentric10,Eccentricity Q10,sense4,CONTAINS
eccentric10,Eccentricity Q10,thing4,CONTAINS
eccentric10,Eccentricity Q10,think4,CONTAINS
eccentric11,Eccentricity Q11,bit4,CONTAINS
eccentric11,Eccentricity Q11,habit4,CONTAINS
eccentric11,Eccentricity Q11,number4,CONTAINS
eccentric11,Eccentricity Q11,odd4,CONTAINS
eccentric11,Eccentricity Q11,once4,CONTAINS
eccentric11,Eccentricity Q11,quirk4,CONTAINS
eccentric11,Eccentricity Q11,told4,CONTAINS
eccentric12,Eccentricity Q12,bit4,CONTAINS
eccentric12,Eccentricity Q12,eccentric4,CONTAINS
eccentric12,Eccentricity Q12,find4,CONTAINS
eccentric12,Eccentricity Q12,habit4,CONTAINS
