START_ID,name,:END_ID,:TYPE
A5700,DOAF,acqsys001090,UTILIZES
A5700,DOAF,acqsys001091,UTILIZES
A5700,DOAF,acqsys001093,UTILIZES
A5700,DOAF,acqsys001094,UTILIZES
A5700,DOAF,acqsys001095,UTILIZES
A5700,DOAF,acqsys001096,UTILIZES
A5700,DOAF,acqsys001097,UTILIZES
A5700,DOAF,acqsys001098,UTILIZES
A5700,DOAF,acqsys001099,UTILIZES
A5700,DOAF,acqsys001101,UTILIZES
A5700,DOAF,acqsys001102,UTILIZES
A5700,DOAF,acqsys001104,UTILIZES
A5700,DOAF,acqsys001105,UTILIZES
A5700,DOAF,acqsys001106,UTILIZES
A5700,DOAF,acqsys001107,UTILIZES
A5700,DOAF,acqsys001108,UTILIZES
A5700,DOAF,acqsys001109,UTILIZES
A5700,DOAF,acqsys001110,UTILIZES
A5700,DOAF,acqsys001111,UTILIZES
A5700,DOAF,acqsys001112,UTILIZES
A5700,DOAF,acqsys001113,UTILIZES
A5700,DOAF,acqsys001114,UTILIZES
A5700,DOAF,acqsys001115,UTILIZES
A5700,DOAF,acqsys001116,UTILIZES
A5700,DOAF,acqsys001117,UTILIZES
A5700,DOAF,acqsys001118,UTILIZES
A5700,DOAF,acqsys001120,UTILIZES
A5700,DOAF,acqsys001121,UTILIZES
A5700,DOAF,acqsys001122,UTILIZES
A5700,DOAF,acqsys001123,UTILIZES
A5700,DOAF,acqsys001124,UTILIZES
A5700,DOAF,acqsys001125,UTILIZES
A5700,DOAF,acqsys001128,UTILIZES
A5700,DOAF,acqsys001130,UTILIZES
A5700,DOAF,acqsys001131,UTILIZES
A5700,DOAF,acqsys001132,UTILIZES
A5700,DOAF,acqsys001134,UTILIZES
A5700,DOAF,acqsys001135,UTILIZES
A5700,DOAF,acqsys001136,UTILIZES
A5700,DOAF,acqsys001137,UTILIZES
A5700,DOAF,acqsys001138,UTILIZES
A5700,DOAF,acqsys001139,UTILIZES
A5700,DOAF,acqsys001140,UTILIZES
A5700,DOAF,acqsys001141,UTILIZES
A5700,DOAF,acqsys001142,UTILIZES
A5700,DOAF,acqsys001143,UTILIZES
A5700,DOAF,acqsys001144,UTILIZES
A5700,DOAF,acqsys001145,UTILIZES
A5700,DOAF,acqsys001146,UTILIZES
A5700,DOAF,acqsys001148,UTILIZES
A5700,DOAF,acqsys001150,UTILIZES
A5700,DOAF,acqsys001151,UTILIZES
A5700,DOAF,acqsys001152,UTILIZES
A5700,DOAF,acqsys001153,UTILIZES
A5700,DOAF,acqsys001154,UTILIZES
A5700,DOAF,acqsys001155,UTILIZES
A5700,DOAF,acqsys001156,UTILIZES
A5700,DOAF,acqsys001157,UTILIZES
A5700,DOAF,acqsys001158,UTILIZES
A5700,DOAF,acqsys001159,UTILIZES
A5700,DOAF,acqsys001160,UTILIZES
A5700,DOAF,acqsys001161,UTILIZES
A5700,DOAF,acqsys001162,UTILIZES
A5700,DOAF,acqsys001163,UTILIZES
A5700,DOAF,acqsys001164,UTILIZES
A5700,DOAF,acqsys001165,UTILIZES
A5700,DOAF,acqsys001166,UTILIZES
A5700,DOAF,acqsys001167,UTILIZES
A5700,DOAF,acqsys001168,UTILIZES
A5700,DOAF,acqsys001169,UTILIZES
A5700,DOAF,acqsys001170,UTILIZES
A5700,DOAF,acqsys001171,UTILIZES
A5700,DOAF,acqsys001172,UTILIZES
A5700,DOAF,acqsys001173,UTILIZES
A5700,DOAF,acqsys001174,UTILIZES
A5700,DOAF,acqsys001285,UTILIZES
A5700,DOAF,acqsys001313,UTILIZES
A5700,DOAF,acqsys001314,UTILIZES
A5700,DOAF,acqsys001315,UTILIZES
A5700,DOAF,acqsys001316,UTILIZES
A5700,DOAF,acqsys001317,UTILIZES
A5700,DOAF,acqsys001318,UTILIZES
A5700,DOAF,acqsys001382,UTILIZES
A5700,DOAF,acqsys001388,UTILIZES
A5700,DOAF,acqsys001389,UTILIZES
A5700,DOAF,acqsys001404,UTILIZES
A5700,DOAF,acqsys001405,UTILIZES
A5700,DOAF,acqsys001407,UTILIZES
A5700,DOAF,acqsys001408,UTILIZES
A5700,DOAF,acqsys001409,UTILIZES
A5700,DOAF,acqsys001410,UTILIZES
A5700,DOAF,acqsys001411,UTILIZES
A5700,DOAF,acqsys001412,UTILIZES
A5700,DOAF,acqsys001413,UTILIZES
A5700,DOAF,acqsys001414,UTILIZES
A5700,DOAF,acqsys001415,UTILIZES
A5700,DOAF,acqsys001416,UTILIZES
A5700,DOAF,acqsys001417,UTILIZES
A5700,DOAF,acqsys001418,UTILIZES
A5700,DOAF,acqsys001419,UTILIZES
A5700,DOAF,acqsys001420,UTILIZES
A5700,DOAF,acqsys001421,UTILIZES
A5700,DOAF,acqsys001422,UTILIZES
A5700,DOAF,acqsys001423,UTILIZES
A5700,DOAF,acqsys001424,UTILIZES
A5700,DOAF,acqsys001425,UTILIZES
A5700,DOAF,acqsys001426,UTILIZES
A5700,DOAF,acqsys001427,UTILIZES
A5700,DOAF,acqsys001428,UTILIZES
A5700,DOAF,acqsys001429,UTILIZES
A5700,DOAF,acqsys001430,UTILIZES
A5700,DOAF,acqsys001431,UTILIZES
A5700,DOAF,acqsys001432,UTILIZES
A5700,DOAF,acqsys001434,UTILIZES
A5700,DOAF,acqsys001435,UTILIZES
A5700,DOAF,acqsys001448,UTILIZES
A5700,DOAF,acqsys001449,UTILIZES
A5700,DOAF,acqsys001450,UTILIZES
A5700,DOAF,acqsys001456,UTILIZES
A5700,DOAF,acqsys001458,UTILIZES
A5700,DOAF,acqsys001459,UTILIZES
A5700,DOAF,acqsys001462,UTILIZES
A5700,DOAF,acqsys001671,UTILIZES
A5700,DOAF,acqsys001699,UTILIZES
A5700,DOAF,acqsys001726,UTILIZES
A5700,DOAF,acqsys001732,UTILIZES
A5700,DOAF,acqsys001735,UTILIZES
A5700,DOAF,acqsys001756,UTILIZES
A5700,DOAF,acqsys001757,UTILIZES
A5700,DOAF,acqsys001761,UTILIZES
A5700,DOAF,acqsys001762,UTILIZES
A5700,DOAF,acqsys001777,UTILIZES
A5700,DOAF,acqsys001837,UTILIZES
A5700,DOAF,acqsys001841,UTILIZES
A5700,DOAF,acqsys001846,UTILIZES
A5700,DOAF,acqsys001874,UTILIZES
A5700,DOAF,acqsys001896,UTILIZES
A5700,DOAF,acqsys001942,UTILIZES
A5700,DOAF,acqsys001994,UTILIZES
A5700,DOAF,acqsys001996,UTILIZES
A5700,DOAF,acqsys002003,UTILIZES
A5700,DOAF,acqsys002006,UTILIZES
A5700,DOAF,acqsys002019,UTILIZES
A5700,DOAF,acqsys002027,UTILIZES
A5700,DOAF,acqsys002028,UTILIZES
A5700,DOAF,acqsys002047,UTILIZES
A5700,DOAF,acqsys002085,UTILIZES
A5700,DOAF,acqsys002087,UTILIZES
A5700,DOAF,acqsys002121,UTILIZES
A5700,DOAF,acqsys002125,UTILIZES
A5700,DOAF,acqsys002129,UTILIZES
A5700,DOAF,acqsys002139,UTILIZES
A5700,DOAF,acqsys002194,UTILIZES
A5700,DOAF,acqsys002216,UTILIZES
A5700,DOAF,acqsys002231,UTILIZES
A5700,DOAF,acqsys002266,UTILIZES
A5700,DOAF,acqsys002267,UTILIZES
A5700,DOAF,acqsys002285,UTILIZES
A5700,DOAF,acqsys002289,UTILIZES
A5700,DOAF,acqsys002299,UTILIZES
A5700,DOAF,acqsys002303,UTILIZES
A5700,DOAF,acqsys002304,UTILIZES
A5700,DOAF,acqsys002308,UTILIZES
A5700,DOAF,acqsys002318,UTILIZES
A5700,DOAF,acqsys002319,UTILIZES
A5700,DOAF,acqsys002320,UTILIZES
A5700,DOAF,acqsys002326,UTILIZES
A5700,DOAF,acqsys002327,UTILIZES
A5700,DOAF,acqsys002347,UTILIZES
A5700,DOAF,acqsys002365,UTILIZES
A5700,DOAF,acqsys002375,UTILIZES
A5700,DOAF,acqsys002378,UTILIZES
A5700,DOAF,acqsys002382,UTILIZES
A5700,DOAF,acqsys002386,UTILIZES
A5700,DOAF,acqsys002390,UTILIZES
A5700,DOAF,acqsys002429,UTILIZES
A5700,DOAF,acqsys002437,UTILIZES
A5700,DOAF,acqsys002438,UTILIZES
A5700,DOAF,acqsys002439,UTILIZES
A5700,DOAF,acqsys002441,UTILIZES
A5700,DOAF,acqsys002476,UTILIZES
A5700,DOAF,acqsys002480,UTILIZES
A5700,DOAF,acqsys002488,UTILIZES
A5700,DOAF,acqsys002501,UTILIZES
A5700,DOAF,acqsys002514,UTILIZES
A5700,DOAF,acqsys002515,UTILIZES
A5700,DOAF,acqsys003118,UTILIZES
A5700,DOAF,acqsys005842,UTILIZES
A5700,DOAF,acqsys005888,UTILIZES
A5700,DOAF,acqsys005894,UTILIZES
A5700,DOAF,acqsys005900,UTILIZES
A5700,DOAF,acqsys006664,UTILIZES
A5700,DOAF,acqsys007156,UTILIZES
A5700,DOAF,acqsys007184,UTILIZES
A5700,DOAF,acqsys007723,UTILIZES
A5700,DOAF,acqsys007748,UTILIZES
A5700,DOAF,acqsys007749,UTILIZES
A5700,DOAF,acqsys007834,UTILIZES
A5700,DOAF,acqsys007851,UTILIZES
A5700,DOAF,acqsys007855,UTILIZES
A5700,DOAF,acqsys007909,UTILIZES
A5700,DOAF,acqsys008358,UTILIZES
A5700,DOAF,acqsys008359,UTILIZES
A5700,DOAF,acqsys008363,UTILIZES
A5700,DOAF,acqsys008382,UTILIZES
A5700,DOAF,acqsys008427,UTILIZES
A5700,DOAF,acqsys008746,UTILIZES
A5700,DOAF,acqsys008783,UTILIZES
A5700,DOAF,acqsys008877,UTILIZES
A5700,DOAF,acqsys008878,UTILIZES
A5700,DOAF,acqsys008894,UTILIZES
A5700,DOAF,acqsys008895,UTILIZES
A5700,DOAF,acqsys008898,UTILIZES
A5700,DOAF,acqsys008976,UTILIZES
A5700,DOAF,acqsys008982,UTILIZES
A5700,DOAF,acqsys008985,UTILIZES
A5700,DOAF,acqsys008986,UTILIZES
A5700,DOAF,acqsys009056,UTILIZES
A5700,DOAF,acqsys009122,UTILIZES
A5700,DOAF,acqsys009125,UTILIZES
A5700,DOAF,acqsys009144,UTILIZES
A5700,DOAF,acqsys009146,UTILIZES
A5700,DOAF,acqsys009147,UTILIZES
A5700,DOAF,acqsys009224,UTILIZES
