START_ID,name,:END_ID,:TYPE
A2100,DOA,acqsys016930,UTILIZES
A2100,DOA,acqsys016996,UTILIZES
A2100,DOA,acqsys017001,UTILIZES
A2100,DOA,acqsys017003,UTILIZES
A2100,DOA,acqsys017051,UTILIZES
A2100,DOA,acqsys017252,UTILIZES
A2100,DOA,acqsys017882,UTILIZES
A2100,DOA,acqsys017896,UTILIZES
A2100,DOA,acqsys017970,UTILIZES
A2100,DOA,acqsys020933,UTILIZES
A2100,DOA,acqsys023055,UTILIZES
A2100,DOA,acqsys023135,UTILIZES
A2100,DOA,acqsys027702,UTILIZES
A2100,DOA,acqsys027858,UTILIZES
A2100,DOA,acqsys027875,UTILIZES
A2100,DOA,acqsys028739,UTILIZES
A2100,DOA,acqsys029083,UTILIZES
A2100,DOA,acqsys030607,UTILIZES
A2100,DOA,acqsys030612,UTILIZES
A2100,DOA,acqsys037585,UTILIZES
A5700,DOAF,acqsys000384,UTILIZES
A5700,DOAF,acqsys000402,UTILIZES
A5700,DOAF,acqsys000403,UTILIZES
A5700,DOAF,acqsys000405,UTILIZES
A5700,DOAF,acqsys000409,UTILIZES
A5700,DOAF,acqsys000411,UTILIZES
A5700,DOAF,acqsys000438,UTILIZES
A5700,DOAF,acqsys000439,UTILIZES
A5700,DOAF,acqsys000927,UTILIZES
A5700,DOAF,acqsys001084,UTILIZES
A5700,DOAF,acqsys001085,UTILIZES
A5700,DOAF,acqsys001086,UTILIZES
A5700,DOAF,acqsys001087,UTILIZES
A5700,DOAF,acqsys001088,UTILIZES
A5700,DOAF,acqsys001089,UTILIZES
